0,730,749,173,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,82
710,0,610,721,246,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,584,0,726,244,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,719,714,0,722,175,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,239,241,718,0,701,242,104,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,103,192,739,0,689,39,120,172,0,0,37,37,0,0,0,0,0,0,0,0,49,0
0,0,0,49,231,751,0,356,484,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,34,10,0,0,710,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,730,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,61,18,0,749,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,734,704,383,170,56,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,706,0,613,643,194,73,0,0,0,0,0,0,0,0
15,0,0,0,0,35,0,0,0,0,736,606,0,694,242,0,0,0,0,304,0,0,0,0
0,0,0,0,0,143,0,0,0,0,350,716,746,0,709,515,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,173,115,219,731,0,761,0,0,0,0,0,0,0,0
0,0,0,0,0,99,0,0,0,0,26,22,22,207,679,0,701,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,355,507,466,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,724,729,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,716,0,715,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,711,725,0,0,0,0,0
127,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,724,360
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,594,696
137,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,624,0,687
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,378,744,753,0
