0,289,299,86,11,0,0,0,0,0
311,0,266,303,95,0,0,0,0,0
301,237,0,282,103,47,0,0,0,0
109,297,318,0,313,135,57,0,0,0
22,95,91,287,0,306,104,0,0,0
0,35,69,135,294,0,282,49,57,247
0,0,0,15,118,318,0,136,207,192
0,0,0,0,0,0,0,0,318,297
0,0,0,0,0,0,0,282,0,288
0,0,0,0,0,0,0,303,312,0
