0,285,293,83,15,0,0,0,0,0
315,0,247,297,99,0,0,0,0,0
307,252,0,298,96,53,0,0,0,0
97,303,302,0,324,155,62,0,0,0
23,92,88,276,0,290,114,0,0,0
0,28,79,124,310,0,293,53,50,253
0,0,0,8,89,307,0,161,184,213
0,0,0,0,0,0,0,0,285,296
0,0,0,0,0,0,0,315,0,311
0,0,0,0,0,0,0,304,289,0
