0,881,695,438,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,663,820,290,122,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
688,727,0,836,288,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,860,844,0,869,583,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0
81,240,255,811,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,128,128,223,839,0,852,82,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,40,44,206,828,0,437,542,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,840,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,840,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,854,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,821,842,387,222,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,412,0,0,0,0,859,0,797,855,199,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,140,0,0,0,0,838,685,0,830,264,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,136,0,0,0,0,431,825,850,0,833,516,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,176,157,305,847,0,788,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,103,0,0,0,0,25,88,892,0,885,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,0,367,589,546,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,833,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,808,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,872,0,55,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,830,811,402,178,725,541,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,699,724,232,69,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,316,0,864,294,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,283,816,0,871,134,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,134,260,809,0,837,792,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,26,27,62,843,0,805,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,297,875,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
