0,994,810,440,105,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,0,803,943,291,138,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,833,0,958,317,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0
984,977,962,0,949,648,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,343,327,971,0,968,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,180,157,248,952,0,983,80,97,98,70,69,27,0,0,0,0,298,0,162,0,0,0,65,0,0,0,0,0,0,0,0
0,118,37,104,302,937,0,486,656,620,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,985,966,0,0,0,0,0,85,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0
0,0,0,0,0,0,0,935,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,954,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,145,0,0,0,0,0,958,965,467,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,962,0,902,868,266,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,160,0,0,0,955,804,0,954,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,0,0,0,0,503,957,966,0,972,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,225,157,335,948,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,285,0,0,0,51,0,638,967,0,947,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,53,173,973,0,484,634,640,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,67,0,0,967,945,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,953,0,961,0,0,0,0,0,163,0,0,0,0,0,0
0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,975,959,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,914,464,211,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,0,886,937,251,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,816,0,975,321,66,632,0,0,0,0,0
0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,983,945,0,955,630,0,0,0,0,0,0
0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,219,165,327,965,0,951,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,179,0,23,0,0,0,0,0,0,0,0,0,0,0,642,969,0,948,540,68,701,0,0
0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,0,463,670,661,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,961,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,0,971,0,0
0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,949,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,0
