0,305,299,86,0,0,0,0,0,0
295,0,237,317,102,22,0,0,0,0
301,268,0,311,90,109,0,0,0,7
82,283,289,0,303,88,38,0,0,0
0,116,121,297,0,295,88,0,0,16
0,49,90,133,305,0,311,43,50,269
0,0,0,7,97,289,0,149,183,201
0,0,0,0,0,0,0,0,287,316
0,0,0,0,0,0,0,313,0,321
0,0,0,0,0,0,0,284,279,0
