0,247,209,101,22,0,0,0
233,0,211,240,75,25,0,0
197,190,0,234,82,46,0,0
237,240,246,0,238,168,0,0
25,81,68,242,0,251,0,0
0,23,32,152,229,0,236,0
0,0,0,16,34,244,0,0
0,0,0,0,0,0,0,0
