0,1090,1107,396,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0
1070,0,909,1091,384,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,909,0,1062,363,174,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,1069,1098,0,1056,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,358,348,1104,0,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,72,0,59,0,0,0,0,0,0
73,239,176,713,1033,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,166,0,79,0,0,0,46,0,0
0,0,0,130,198,1102,0,544,744,713,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1085,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1075,0,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1108,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1091,1061,513,243,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1069,0,976,1002,289,13,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1099,893,0,1083,366,35,0,0,0,171,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,197
0,0,0,0,0,0,0,0,0,0,555,1042,1077,0,1089,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0,0,0,0,0,0,0,0,0,0,256,173,372,1071,0,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,40,152,804,1122,0,1116,0,0,0,0,80,74,0,0,0,0,0,0,165,0,0,0,21,906,0
0,0,0,0,0,0,0,0,0,0,78,0,0,22,0,1044,0,560,676,750,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,1131,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,1071,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,1094,567,256,0,0,0,0,196,0,0,0,0,0,0
0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,891,889,283,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,1066,354,0,1083,361,66,0,0,0,112,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,369,1077,0,1082,707,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,170,346,1078,0,1063,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,85,79,0,0,0,0,0,0,0,0,0,180,724,1097,0,1091,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,197,171,0,0,0,0,0,1069,0,531,702,721,0,0,0,0,0,0
0,0,0,0,3,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,1090,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,1091,0,0,0,0,0,0
0,0,0,0,59,185,0,0,0,0,0,0,0,0,0,77,0,0,0,0,70,0,52,0,0,0,0,1070,1069,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,1116,566,264,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,993,986,319,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,1024,0,1100,383,0
0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,1102,1060,0,1042,707
0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,360,360,1118,0,1071
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,1089,0
