0,309,292,131,67,10,0,31,0,17
291,0,278,303,102,57,31,58,2,34
308,300,0,315,109,107,24,49,56,130
152,297,285,0,293,292,45,13,28,16
64,109,102,307,0,297,109,62,65,99
10,49,107,254,303,0,318,207,183,248
70,19,22,58,78,282,0,161,172,212
205,65,21,0,0,4,2,0,301,305
0,0,4,0,1,6,2,299,0,306
37,19,230,0,13,12,9,295,294,0
