0,286,316,72,15,0,0,0,0,0
314,0,261,314,105,0,0,0,0,0
284,241,0,311,95,54,0,0,0,0
105,286,289,0,296,151,46,0,0,0
37,112,121,304,0,296,104,0,0,0
0,33,79,122,304,0,299,45,49,254
0,0,0,6,94,301,0,151,198,203
0,0,0,0,0,0,0,0,300,316
0,0,0,0,0,0,0,300,0,311
0,0,0,0,0,0,0,284,289,0
